kwtts001001001_0	整理床单位
ttskw00018386	轻不重力道怎么样
ttskw00018387	不轻不重怎么样
ttskw00018388	那些擦擦脸
ttskw00018389	我们再泡泡脚啊
ttskw00018390	我们再泡泡脚
ttskw00018391	目前涂一点润肤露
ttskw00018392	洗洗擦肥皂
ttskw00018393	擦肥皂擦沐浴
ttskw00018394	洗洗澡这个事儿死活
ttskw00018395	我们还你家给他按按摩
ttskw00018396	烫不烫不烫不烫不烫不烫
ttskw00018397	开空调开浴霸开暖风机
ttskw00018398	先帮你把衣服脱了
ttskw00018399	慢点慢点啊
ttskw00018401	为什么适缓一下
ttskw00018402	跟我学小帮忙
ttskw00018403	跟我做跟我学跟我学跟我学虐虐
ttskw00018404	指定真真的脚不疼不疼不疼
ttskw00018405	我洗头
ttskw00018406	还要洗脸洗澡
ttskw00018407	我不我不我不我不重不重不重要
ttskw00018408	来来来跟着我来拍一个啊
ttskw00018409	你看洗脚啊啊算了算了
ttskw00018410	可以来舒缓一下杯中运动痛不痛
ttskw00018411	我们打点肥皂啊
ttskw00018412	打点肥皂擦肥皂啊
ttskw00018413	我们擦点沐浴露啊
ttskw00018414	量重不重重不重轻不轻
ttskw00018415	耳后擦窗清洗清洗干
ttskw00018416	水温正好的啊
ttskw00018417	脸上擦点润肤露啊
ttskw00018418	相反涂一点润
ttskw00018419	关仓关门开空调
ttskw00018420	冷不冷可以了吗
ttskw00018421	我给你洗洗脚
ttskw00018422	没弄水洗脚的话
ttskw00018423	和洗衣洗脚也好
ttskw00018424	这样轻重可以啊
ttskw00018425	揉一揉肩膀轻轻的好不好
ttskw00018426	血液流通血液循环
ttskw00018427	擦擦两个人左手再擦擦
ttskw00018428	啊啊左手再擦擦
ttskw00018429	我们在右手擦擦啊
ttskw00018430	右手鸽子窝里面擦擦啊
ttskw00018431	每个脚趾缝每个手指缝彩擦啊
ttskw00018432	右脚一个洗一洗
ttskw00018433	你晚上吃饭吗
ttskw00018434	说那这个力道怎么样啊
ttskw00018435	做个被动运动好
ttskw00018436	然后你坐起来我给你捏捏
ttskw00018437	我先帮你把衣服穿起来好吧
ttskw00018438	看水冷不冷
ttskw00018439	嗯你们你慢一点啊
ttskw00018440	人家不洗澡是吧
ttskw00018441	把裤子换一下
ttskw00018442	短裤换一下
ttskw00018443	今天擦屁股啊
ttskw00018444	有人看出五零零整理床单位
ttskw00018445	那你慢慢慢慢来
ttskw00018446	如果你冷不冷不冷冷不冷不冷啊
ttskw00018447	这是冷不冷啊
ttskw00018448	啊啊一二三四你鞋穿好
ttskw00018449	脱点儿钱穿衣服了
ttskw00018450	嗯没擦一擦
ttskw00018451	我给你擦擦脚啊
ttskw00018452	换床罩铺床
ttskw00018453	把你的头发再梳一下
ttskw00018454	帮你泡脚啊
ttskw00018455	还冷啊
ttskw00018456	冷不冷吧
ttskw00018457	到底冷还是不冷啊啊
ttskw00018458	重不重重不重啊
ttskw00018459	站起来进去
ttskw00018460	擦一擦擦擦脸头头面
ttskw00018461	梳个头梳头发梳梳头扎头
ttskw00018462	涂一点擦脸
ttskw00018463	一点香粉润肤露
ttskw00018464	好念一念舒缓一下
ttskw00018465	胃动运动有没有哪里不舒服
ttskw00018466	这力道可以了
ttskw00018467	被动运动也没有拿到祝福
ttskw00018468	今天又不冷啊
ttskw00018469	我来洗澡多大雨
ttskw00018470	来换衣服了
ttskw00018471	给我穿不穿的裙子
ttskw00018472	我这个衣服换一个哈
ttskw00018473	好好站起来好吧
ttskw00018474	你能站一下吗
ttskw00018475	能站起来站一下吗
ttskw00018476	你也一定舒缓一下
ttskw00018477	舒缓一下这个绿道可以吧
ttskw00018478	你也已经舒缓一下这里的可以吧
ttskw00018479	北动云动有没有哪里不舒服
ttskw00018480	啊也也反反正正嗯好慢一点啊慢点
ttskw00018481	来来来来头痒痒了吗
ttskw00018482	头痒痒了吗
ttskw00018483	你的力站起来好不好
ttskw00018484	你冷不冷啊啊啊
ttskw00018485	我说冷不冷啊
ttskw00018486	你今天也穿哪个能走
ttskw00018487	然后这个力道怎么样
ttskw00018488	帮助你做做被动运动啊啊好的
ttskw00018489	我再把你的手臂捏捏
ttskw00018490	再把你腿捏捏揉一揉啊哎
ttskw00018491	这力度可以啊
ttskw00018492	叔叔给你这样柔柔力道重吗
ttskw00018493	你这样柔柔力道中吗
ttskw00018494	肯定这样都搓搓揉揉啊
ttskw00018495	洗洗头洗洗头
ttskw00018496	被动运动被动运动被动运动
ttskw00018497	看我做看我做看
ttskw00018498	烫烫烫不烫
ttskw00018499	烫不烫烫
ttskw00018500	舒缓一下痛痛痛不痛痛不痛
ttskw00018501	我替胡子剃胡子剃胡子
ttskw00018502	这个跟我学跟我学跟我学
ttskw00018503	老板手脚能带起来吗
ttskw00018504	说你也舒缓一下啊
ttskw00018505	阿姨慢慢来
ttskw00018506	慢点啊啊慢一点慢一点
ttskw00018507	喝点水好不好
ttskw00018508	他自己喝不
ttskw00018509	回来了又去咽下去吗
ttskw00018510	咽下去了啊
ttskw00018511	喝点水啊
ttskw00018512	那你刚啊你都喝下去了
ttskw00018513	喝下去了啊
ttskw00018514	那还有一点点喝掉吧
ttskw00018515	他说他咽下去了
ttskw00018516	你捏的我疼的
ttskw00018517	换一下被动运动
ttskw00018518	一念舒缓一下被动运动
ttskw00018519	听我说跟我学
ttskw00018520	看我做念一念
ttskw00018521	看我做念
ttskw00018522	气胸擦一擦以下
ttskw00018523	擦一擦温水搅擦一擦温水擦脸呀
ttskw00018524	来脸上擦一擦
ttskw00018525	我们再洗头了啊
ttskw00018526	我把头发洗干净了啊
ttskw00018527	就给你揉揉啊
ttskw00018528	咱们柔柔肩好不
ttskw00018529	血液流通对你有好处啊嗯
ttskw00018530	我们把你擦一擦好嘞
ttskw00018531	我用毛巾擦擦脸脸啊
ttskw00018532	我头发给你数数啊
ttskw00018533	哎我要竖着给你头发梳梳好不好
ttskw00018534	我的头发也梳好了啊
ttskw00018535	这就是哎呀哎呀妈呀好头发梳好了
ttskw00018536	我们打你猜猜这个水冷不冷啊
ttskw00018537	你们舒缓一下
ttskw00018538	力道怎么样力道怎么样力道怎么样
ttskw00018539	我帮你捏一捏捏一捏
ttskw00018540	换被换被罩换被罩
ttskw00018541	床铺一铺床铺一铺铺床铺床
ttskw00018542	我怎么样舒服吧
ttskw00018543	那我们来洗头了啊
ttskw00018544	洗发水你要买就别了啊
ttskw00018545	我们洗澡
ttskw00018546	洗澡都可以都可以
ttskw00018547	我们洗个澡好了
ttskw00018548	我们洗澡脸洗一洗啊
ttskw00018549	如果重了
ttskw00018550	我知道我轻一点啊
ttskw00018551	血液循环小脚趾头揉一揉怎么样
ttskw00018552	血液循环往前揉揉揉揉肩膀
ttskw00018553	而血液循环舒服啊
ttskw00018554	来每一只来给你按一按捏一捏
ttskw00018555	然后我再轻轻的给你拍打一下啊
ttskw00018556	血液流通活动活动筋骨费好嘞
ttskw00018557	轻轻的给你按拍一拍活动活动
ttskw00018558	按我们按摩就坐在那里休息吧
ttskw00018559	我就帮你再这样按按按按好了
ttskw00018560	现在啊来就给你拍打拍打好不好
ttskw00018561	按的舒服
ttskw00018562	嗯水温水温正好吗
ttskw00018563	一来你你腿你你脚舒缓一下
ttskw00018564	你你舒缓一下来
ttskw00018565	你也舒缓一下啊你
ttskw00018566	舒缓一下颈脖
ttskw00018567	舒缓一下舒缓一下筋骨
ttskw00018568	怎么压捏的痛不痛啊
ttskw00018569	念念舒缓一下筋骨
ttskw00018570	感觉力道怎么样还可以吧
ttskw00018571	咱们来做做被动运动
ttskw00018572	这个力量哎做做被动运动舒缓一
ttskw00018573	来捏一捏果汁机
ttskw00018574	哎捏捏骨质肌
ttskw00018575	请问烫不烫哎
ttskw00018576	哎呀泡个脚
ttskw00018577	奶泡个脚
ttskw00018578	我去脱衣服脱裤子
ttskw00018579	侧肢体活动不跟我做
ttskw00018580	泡泡胶擦一擦
ttskw00018581	擦干沐浴
ttskw00018582	整理床单位换床单换被罩换枕套
ttskw00018583	铺床窗铺一铺手
ttskw00018584	局部清洁水温可以吗
ttskw00018585	还能不能走路
ttskw00018586	冷不冷冷不冷冷不冷冷冷
ttskw00018587	冲冲干净冲冲干净冲冲
ttskw00018588	等法擦擦过头发
ttskw00018589	阿姨来擦擦脸擦脸嗯嗯
ttskw00018590	我想看看你擦擦脸
ttskw00018592	铺床床铺一铺铺床上面
ttskw00018593	洗习惯了不洗有点不舒服吧
ttskw00018594	洗头膏的水肿到眼睛去了就好好的
ttskw00018595	弄点肥皂弄点肥皂可以用吗
ttskw00018596	那我就给你背冲一冲吧
ttskw00018597	只要一个星期没有洗澡了
ttskw00018598	腿上稍微重一点不要紧吧
ttskw00018599	活动经过啊舒缓一下啊
ttskw00018600	被动运动呢痛不痛啊痛不痛啊
ttskw00018601	眼睛擦一擦啊
ttskw00018602	那么我们后擦一擦眼镜
ttskw00018603	往后擦一擦啊
ttskw00018604	我们擦擦擦一擦啊
ttskw00018605	我擦擦脸啊
ttskw00018606	擦一擦擦擦脸啊
ttskw00018607	换床单被罩换枕套床恢复不
ttskw00018608	头发吹吹风梳梳头
ttskw00018609	什么梳梳头
ttskw00018610	擦个粉
ttskw00018611	擦个粉啊
ttskw00018612	拉伸痛不痛啊
ttskw00018613	压腿重不重啊啊力道怎么样啊
ttskw00018614	因为我们生活中经常被动运动
ttskw00018615	手摸摸看水烫吗
ttskw00018616	可以的是吧
ttskw00018617	能不能能不能走路能不能走路
ttskw00018618	力道正好红
ttskw00018619	有什么不舒服
ttskw00018620	这里疼吗
ttskw00018621	不知道这样年龄疼不疼
ttskw00018622	做个被动运动啊
ttskw00018623	说我帮你捏一捏
ttskw00018624	小周来站起来穿裤子
ttskw00018625	来说嗯我们去擦个身
ttskw00018626	这个不要擦干净
ttskw00018627	还没有擦脸头
ttskw00018628	那个水温可以吗
ttskw00018629	心练一练舒缓一下
ttskw00018630	我操能不能坐起来
ttskw00018631	力道还可以哈
ttskw00018632	做个被动运
ttskw00018633	欢迎我来帮你捏一捏
ttskw00018634	我手指啊痛真的痛还是假的痛啊
ttskw00018635	不要你不是肚子疼吗
ttskw00018636	这个高很重的了
ttskw00018637	这个筋痛不痛啊
ttskw00018638	这个筋痛不痛不不痛
ttskw00018639	说有没有感觉到不舒服啊
ttskw00018640	亚索有没有感觉到不舒服啊
ttskw00018641	我说你有没有感觉到不舒服
ttskw00018642	你把衣服穿上来
ttskw00018643	衣服穿上面
ttskw00018644	今天冷不冷不冷
ttskw00018645	一室温水擦浴门
ttskw00018646	不轻不轻
ttskw00018647	擦后背胶擦一擦
ttskw00018648	擦一擦擦一擦就可以了
ttskw00018649	一套铺床
ttskw00018650	一整理床单位
ttskw00018651	协助你能不能站起来
ttskw00018652	舒暖一下
ttskw00018653	哎呀力道怎么样啊
ttskw00018654	我都穿棉袄了
ttskw00018655	痛不痛不痛吗
ttskw00018656	那怎么样痛不痛啊
ttskw00018657	饮酒舒缓一下
ttskw00018658	年年三樱椒舒缓舒缓静音
ttskw00018659	阿姨力道怎么样
ttskw00018660	捏捏珠三里
ttskw00018661	捏捏三
ttskw00018662	给老人按摩的啊
ttskw00018663	捏捏三用铰
ttskw00018664	就这样捏捏头三里
ttskw00018665	那样翻身就行啊
ttskw00018666	冷不冷冷不冷冷不冷冷不
ttskw00018667	他洗澡工作了
ttskw00018668	正面擦一擦
ttskw00018670	没有换枕套
ttskw00018671	换枕套换不换换开
ttskw00018673	烫烫不烫烫不烫
ttskw00018674	他知道他的门又关了
ttskw00018675	站起来能不能站起来
ttskw00018676	感觉舒服吗
ttskw00018677	阿婆这样舒服吧
ttskw00018678	我们洗头
ttskw00018679	别洗头来给你点啊
ttskw00018680	别洗头
ttskw00018681	阿波这个力道可以吗
ttskw00018682	力度是够吗
ttskw00018683	力度适中啊
ttskw00018684	轻的跟我说不舒服
ttskw00018685	老婆头也给你练一练啊
ttskw00018686	左腿再捏一捏
ttskw00018687	我不是在给你捏捏头捏捏手吗
ttskw00018688	可能再给你捏捏
ttskw00018689	呃血液循环
ttskw00018690	这样你你那个血液流通了就好
ttskw00018691	手脚给你活动活动啊
ttskw00018692	我们稍微活动活动一下
ttskw00018693	轻轻的给你按一按啊
ttskw00018694	活动活动啊让血液流
ttskw00018695	前面这个让血液流通活动活动啊
ttskw00018696	捏的舒服感受
ttskw00018697	好不容易擦脸
ttskw00018698	现在水温合适了啊
ttskw00018699	必动运动痛不痛
ttskw00018700	关门开
ttskw00018701	一样舒服吧
ttskw00018702	我给你头是头发上抹了一点洗发水
ttskw00018703	后面擦了我们就洗头了啊
ttskw00018704	我现在给你放热水洗头了
ttskw00018705	你洗完我们就洗澡了啊啊不
ttskw00018706	不先把这个给你揉一揉啊
ttskw00018707	再给你揉一揉起来又不舒服
ttskw00018708	再去走走肩好不好
ttskw00018709	我再给你揉揉
ttskw00018710	插进去我们换衣服啊
ttskw00018711	这个水啊水不冷啊啊
ttskw00018712	我把头洗一洗好啊
ttskw00018713	我给你先洗澡时候啊
ttskw00018714	哎呀洗澡
ttskw00018715	不怕你揉揉肩揉揉腿啊
ttskw00018716	来给你拍打一下肩膀
ttskw00018717	先用毛巾又把头发擦擦干湿的不行
ttskw00018718	再换一条干毛巾给你调擦擦干
ttskw00018719	一下子睡擦一擦
ttskw00018720	你擦干了
ttskw00018721	我用梳子给你头发梳好
ttskw00018722	梳好了梳好了
ttskw00018723	你洗脸的这个水温正好吗
ttskw00018724	擦一擦擦擦手
ttskw00018725	背后再擦一擦
ttskw00018726	擦一擦就一个小时
ttskw00018727	置换床单
ttskw00018728	手足部清洁开始水温可以吗
ttskw00018729	不冷不冷不冷冷
ttskw00018730	想了想了想换床单
ttskw00018731	你是哪里的你是哪里的水温怎么样
ttskw00018732	烫干洗洗脚泡泡脚
ttskw00018733	头盔那个那那边那角角落上也冷吗
ttskw00018734	我说跟我做
ttskw00018735	跟我说跟我学年一年舒缓一下
ttskw00018736	跟我学练一练数学
ttskw00018737	烫烫好后擦一擦眼睛
ttskw00018738	有点润肤露梳个头
ttskw00018739	我们两个小时水温怎么样
ttskw00018740	我来了就给你水温怎么样
ttskw00018742	为什么能不能坐起来
ttskw00018743	能不能坐着手脚能抬起来
ttskw00018744	一念舒缓一下就不痛痛不痛
ttskw00018745	擦一擦擦一擦脸
ttskw00018746	慢点来
ttskw00018747	奶奶慢点啊
ttskw00018748	能听见吗
ttskw00018749	你走了是不是也到了慢点啊
ttskw00018750	奶奶慢慢
ttskw00018751	温水擦浴温水的
ttskw00018752	我说他喝一点
ttskw00018753	本来这个汤也喝啊
ttskw00018754	这个汤要喝一点啊
ttskw00018755	奶奶拿勺子喝嗯拿勺子挖着喝
ttskw00018756	拿那个勺子挖着喝
ttskw00018757	嗯嗯挖汤喝
ttskw00018758	这个喝哎
ttskw00018759	等一下再喝啊开水啊
ttskw00018760	这裤子换一条了
ttskw00018761	换一条调一条
ttskw00018762	换一条换一条
ttskw00018763	擦擦眼睛擦一擦
ttskw00018764	擦前身擦后背一下擦一擦
ttskw00018765	擦前胸擦后背一下擦一擦
ttskw00018766	擦前胸擦后背擦一下擦
ttskw00018767	擦前身擦后背一下
ttskw00018768	搅搅擦擦干
ttskw00018769	然后擦一擦面部擦一擦擦擦脸
ttskw00018770	脸擦擦干净
ttskw00018771	换床单换被罩换枕
ttskw00018772	换床单换被盗这车看一看
ttskw00018773	床铺不平
ttskw00018774	整理床单位结
ttskw00018775	坐下来
ttskw00018776	坐下来坐下来
ttskw00018777	那坐下来坐下来就要换掉换掉
ttskw00018778	梳头发头发梳一梳
ttskw00018779	扎辫子梳头发扎辫
ttskw00018780	梳测水温
ttskw00018781	梳理测水温
ttskw00018782	这个茶到哪来的烫啊
ttskw00018783	那先泡泡脚再说
ttskw00018784	涂润肤露
ttskw00018785	涂一点擦一点
ttskw00018786	哎呀关门关窗开空
ttskw00018787	调脱衣服
ttskw00018788	力道怎力道怎么样
ttskw00018789	让我说跟我学
ttskw00018790	经络捏一捏揉一揉
ttskw00018791	疏通经络
ttskw00018792	哦铺床单叠被子
ttskw00018793	铺床单叠被子等一下帮我签个字啊
ttskw00018794	擦肥皂擦沐浴露
ttskw00018795	关窗开空调开浴霸暖风机防滑垫
ttskw00018796	我这不冷吗
ttskw00018797	我今天啊嗯他不冷吗
ttskw00018798	让你妈先运动运动
ttskw00018799	腿还疼吗
ttskw00018800	你你你瘦腿疼不疼啊
ttskw00018801	我说你腿疼不疼腿不疼
ttskw00018802	看看啊肩膀疼不疼啊
ttskw00018803	肩膀疼不疼
ttskw00018804	嗯怎么了不舒服啊
ttskw00018805	慢点啊慢点慢点
ttskw00018806	不吃了吗
ttskw00018807	有没有不舒服不舒服跟我
ttskw00018808	你觉得怎么样舒服吗
ttskw00018809	你的怎么样舒服吗
ttskw00018810	背要要要擦吗
ttskw00018811	来洗个澡
ttskw00018812	背上要擦干净
ttskw00018813	整理整理床单
ttskw00018814	换一个床单
ttskw00018815	换个被套
ttskw00018816	看烫不烫啊
ttskw00018817	嗯不烫吧
ttskw00018818	水温真
ttskw00018819	生活中能力训练一页一页舒服一下
ttskw00018820	叫我冷吗
ttskw00018821	二二四七八四零二零一七二
ttskw00018822	重重轻不轻
ttskw00018823	涂一点抹一点香粉润肤露
ttskw00018824	生活自理能力训练能站起来吗
ttskw00018825	真的痛不痛不痛吗
ttskw00018826	真的痛不痛不痛啊
ttskw00018827	你你这个被动一动
ttskw00018828	我刚刚换水洗屁股
ttskw00018829	把屁股洗洗哦
ttskw00018830	啊啊嘴巴张开的咽下去了吗
ttskw00018831	我们再喝两口
ttskw00018832	擦擦脸擦嘴巴
ttskw00018833	脚以擦干发夹擦擦干
ttskw00018834	擦擦嘴擦擦脸擦
ttskw00018835	你一泡泡脚抽抽奖
ttskw00018836	给你铺了毛巾
ttskw00018837	铺毛巾铺毛巾铺毛巾
ttskw00018838	带围巾
ttskw00018839	你你慢一点啊
ttskw00018840	我扶着你来走过去按摩
